account	studentcode	gender	yearofbirth	grade	type
D73569	85029890	女	1993	2011	本科
D73571	65159990	男	1987	2010	博士
D73580	38054318	女	1995	2013	本科
D73581	68069724	女	1996	2014	本科
D73583	12090709	男	1995	2013	本科
D73594	15114221	女	1992	2014	硕士
D73596	28064549	男	1994	2014	本科
D73605	31127657	男	1988	2010	博士
D73606	29105502	男	1995	2013	本科
D73614	51127637	男	1991	2014	硕士
D73616	52046663	男	1995	2013	本科
D73632	66061355	女	1996	2014	本科
D73634	75068154	男	1995	2013	本科
D73637	69167118	男	1991	2013	硕士
D73668	59066903	女	1995	2013	本科
D73673	43051737	男	1996	2012	本科
D73674	23051412	男	1995	2013	本科
D73686	94109431	男	1990	2013	硕士
D73706	25111165	男	1991	2014	硕士
D73708	12099129	男	1994	2013	本科
D73714	61062378	男	1993	2011	本科
D73717	94064038	男	1993	2011	本科
D73741	43167149	女	1990	2013	硕士
D73745	25080985	男	1994	2013	本科
D73759	19052263	男	1994	2012	本科
D73780	72056014	男	1993	2011	本科
D73786	37090667	女	1996	2014	本科
D73787	92090194	男	1993	2011	本科
D73795	61170244	男	1990	2013	硕士
D73803	95176211	女	1984	2012	博士
D73809	83067430	女	1993	2014	本科
D73848	88059762	男	1994	2012	本科
D73862	91135443	女	1992	2014	硕士
D73863	36012614	男	1994	2013	本科
D73868	97171238	女	1981	2013	硕士
D73878	91086100	女	1994	2012	本科
D73885	86065293	男	1995	2013	本科
D73886	73015322	男	1992	2011	本科
D73891	55140917	男	1987	2010	博士
D73895	77125998	女	1993	2013	本科
D73899	81052247	女	1995	2013	本科
D73902	98067436	男	1994	2014	本科
D73912	49065618	女	1996	2014	本科
D73918	31166824	女	1989	2011	博士
D73935	68112805	男	1987	2012	博士
D73956	33192733	男	1984	2014	硕士
D73957	63091751	男	1996	2014	本科
D73966	67010161	男	1994	2011	本科
D73967	87064165	女	1995	2013	本科
D73971	65025999	女	1995	2014	本科
D73973	67054257	男	1996	2014	本科
D73974	52083468	女	1995	2014	本科
D73990	81176686	女	1990	2013	硕士
D73997	85176584	女	1990	2012	博士
D74000	12062595	男	1994	2013	本科
D74009	75086575	女	1994	2012	本科
D74010	83067120	男	1996	2014	本科
D74012	94052998	女	1995	2013	本科
D74021	74183021	男	1991	2014	硕士
D74036	66118248	男	1991	2014	硕士
D74041	71065884	男	1993	2012	本科
D74057	22062754	女	1996	2014	本科
D74060	26173208	男	1991	2014	硕士
D74062	59159160	女	1992	2014	硕士
D74064	74158346	男	1988	2010	博士
D74067	56062093	男	1994	2013	本科
D74071	74064331	男	1994	2012	本科
D74080	48178928	女	1992	2014	硕士
D74081	65051266	女	1995	2014	本科
D74082	29059574	男	1995	2014	本科
D74091	93167397	男	1986	2009	博士
D74094	73067112	男	1996	2014	本科
D74096	85061685	男	1995	2013	本科
D74104	38118378	男	1984	2012	硕士
D74106	63128239	男	1975	2011	博士
D74111	55062664	男	1993	2012	本科
D74117	84149081	女	1990	2012	博士
D74132	87149944	男	1988	2010	博士
D74133	73139791	男	1988	2013	博士
D74134	11171571	男	1991	2014	硕士
D74136	78109525	男	1984	2011	博士
D74138	38171258	男	1979	2013	硕士
D74142	36048022	男	1996	2014	本科
D74145	98130342	男	1980	2013	硕士
D74151	18165551	女	1990	2013	硕士
D74157	14130440	男	1988	2013	博士
D74158	75008399	男	1993	2011	本科
D74175	19063648	女	1995	2013	本科
D74179	47001950	男	1993	2012	本科
D74183	68055611	女	1996	2014	本科
D74186	28159650	女	1992	2014	硕士
D74190	43175333	男	1984	2012	博士
D74197	82148910	男	1991	2013	硕士
D74204	26117364	男	1986	2013	博士
D74206	61066009	男	1993	2012	本科
D74210	71136309	男	1981	2013	硕士
D74213	27036221	男	1996	2014	本科
D74223	23161201	男	1990	2012	硕士
D74226	62115640	女	1981	2014	博士
D74228	56049929	男	1996	2014	本科
D74229	19086236	男	1996	2014	本科
D74236	21061745	女	1995	2014	本科
D74237	16100890	女	1994	2012	本科
D74247	26138609	男	1988	2012	博士
D74270	63006496	女	1993	2011	本科
D74271	63052548	男	1995	2013	本科
D74276	22150014	男	1988	2011	博士
D74288	16065268	男	1994	2013	本科
D74289	17067719	男	1994	2014	本科
D74311	79091601	女	1993	2012	本科
D74312	91128100	男	1987	2012	博士
D74317	98118783	男	1988	2013	博士
D74337	26064050	男	1994	2012	本科
D74339	81145986	男	1991	2013	硕士
D74340	24088665	女	1994	2012	本科
D74348	49126439	女	1993	2014	硕士
D74353	39139406	男	1988	2010	博士
D74354	86054588	女	1995	2013	本科
D74361	85141448	男	1979	2014	硕士
D74362	12019381	男	1997	2014	本科
D74367	57135516	女	1986	2009	博士
D74370	64014254	男	1996	2014	本科
D74372	14015798	男	1995	2014	本科
D74380	66073538	男	1995	2013	本科
D74385	81063096	男	1994	2013	本科
D74407	19170560	女	1981	2013	博士
D74408	62057815	男	1996	2014	本科
D74409	33105808	女	1993	2011	本科
D74415	38064564	男	1996	2014	本科
D74421	34141202	男	1988	2014	博士
D74427	73084413	女	1995	2014	本科
D74429	91056289	女	1993	2013	本科
D74431	66171270	男	1990	2013	硕士
D74448	37107583	男	1995	2014	本科
D74453	73054739	女	1996	2014	本科
D74456	73127567	男	1982	2009	博士
D74469	36025404	男	1994	2012	本科
D74470	27085093	男	1993	2011	本科
D74473	52059878	男	1996	2014	本科
D74477	94118932	女	1979	2014	硕士
D74486	28129284	女	1981	2014	硕士
D74492	37059794	男	1994	2012	本科
D74498	75060594	男	1996	2014	本科
D74502	52031173	男	1995	2013	本科
D74508	56110983	女	1991	2013	硕士
D74509	34139955	女	1991	2014	硕士
D74510	18054406	男	1994	2012	本科
D74511	62064926	男	1992	2013	本科
D74512	85067431	男	1994	2013	本科
D74524	53055222	男	1995	2014	本科
D74529	58068745	女	1995	2013	本科
D74537	26134842	男	1992	2014	硕士
D74540	79175721	男	1989	2011	博士
D74543	49055788	女	1995	2013	本科
D74550	38136644	女	1991	2013	硕士
D74573	84109396	男	1992	2013	硕士
D74577	37077490	女	1996	2014	本科
D74580	15126743	男	1992	2013	硕士
D74584	15062494	男	1994	2012	本科
D74587	65092836	女	1994	2013	本科
D74589	35159255	男	1990	2014	博士
D74594	96056871	男	1992	2011	本科
D74601	63133456	男	1992	2014	硕士
D74607	57159434	女	1991	2014	硕士
D74608	91078831	女	1996	2014	本科
D74625	98106774	女	1995	2014	本科
D74636	36128872	男	1990	2014	硕士
D74640	94066907	男	1997	2014	本科
D74644	49062559	女	1995	2013	本科
D74647	93016981	男	1994	2013	本科
D74653	99068973	女	1994	2012	本科
D74660	77071045	男	1994	2012	本科
D74661	72066496	男	1994	2011	本科
D74668	13022441	女	1996	2014	本科
D74675	29062685	女	1996	2014	本科
D74686	95139259	男	1990	2013	硕士
D74690	57149119	男	1990	2012	博士
D74700	96073883	男	1994	2012	本科
D74714	17015703	男	1995	2012	本科
D74721	76089406	男	1993	2011	本科
D74725	83025406	男	1996	2014	本科
D74728	88059060	男	1996	2014	本科
D74731	46063428	男	1997	2013	本科
D74740	83066081	男	1991	2009	本科
D74742	53064014	男	1994	2014	本科
D74745	19036519	男	1993	2011	本科
D74747	68063408	男	1992	2011	本科
D74759	35067556	女	1993	2011	本科
D74760	22172491	男	1992	2013	硕士
D74772	44062210	男	1993	2011	本科
D74775	29126485	男	1991	2013	硕士
D74776	58066358	男	1995	2014	本科
D74786	29128910	女	1992	2014	硕士
D74797	45011706	男	1996	2014	本科
D74799	37066853	男	1997	2014	本科
D74800	38169306	女	1985	2011	博士
D74802	67049900	男	1994	2013	本科
D74804	59137220	男	1985	2010	博士
D74812	87060884	男	1997	2014	本科
D74816	83022481	男	1994	2013	本科
D74840	51085859	女	1993	2011	本科
D74842	87172094	女	1994	2014	硕士
D74846	13066998	男	1995	2014	本科
D74853	32043071	男	1994	2013	本科
D74866	58165350	女	1992	2014	硕士
D74868	33063674	女	1996	2014	本科
D74871	12077711	女	1996	2014	本科
D74882	21068142	男	1994	2012	本科
D74887	19175332	男	1990	2012	博士
D74899	15171607	男	1984	2010	博士
D74903	12067176	男	1996	2014	本科
D74913	24149895	男	1988	2010	博士
D74914	23055007	女	1994	2012	本科
D74930	12074970	男	1996	2014	本科
D74934	55165140	男	1989	2012	博士
D74935	25179128	女	1992	2013	硕士
D74936	55140642	女	1990	2014	博士
D74942	21069770	男	1995	2014	本科
D74963	45015043	女	1995	2013	本科
D74980	36061011	男	1996	2014	本科
D74986	96063963	男	1995	2013	本科
D74987	28090685	男	1992	2011	本科
D74992	92148518	男	1990	2013	硕士
D74999	68134194	男	1987	2014	博士
D75002	57055531	男	1994	2012	本科
D75006	81171285	男	1990	2013	硕士
D75009	74165333	男	1976	2014	硕士
D75010	68035576	男	1996	2014	本科
D75013	59158406	男	1987	2010	博士
D75018	78055606	男	1992	2011	本科
D75021	85090712	女	1994	2012	本科
D75023	72062400	男	1992	2011	本科
D75031	93033732	男	1992	2011	本科
D75034	11073032	女	1993	2011	本科
D75041	57101188	女	1994	2013	本科
D75042	48177641	男	1980	2014	硕士
D75043	49072739	女	1994	2012	本科
D75045	36136817	男	1991	2014	硕士
D75054	33178871	男	1974	2014	博士
D75056	97091659	男	1993	2011	本科
D75064	89059939	男	1993	2012	本科
D75068	46051178	男	1995	2013	本科
D75081	99160061	女	1989	2012	博士
D75085	25050752	男	1995	2013	本科
D75096	84067144	女	1996	2014	本科
D75098	84024036	男	1995	2013	本科
D75119	26192895	男	1980	2014	硕士
D75128	74160277	男	1990	2013	硕士
D75132	85052174	女	1994	2012	本科
D75133	43055460	男	1994	2012	本科
D75134	64051795	男	1995	2013	本科
D75147	44121623	男	1987	2013	博士
D75151	65053239	男	1994	2013	本科
D75187	44061353	男	1994	2012	本科
D75188	25184057	女	1990	2013	硕士
D75190	65066631	男	1993	2012	本科
D75200	92012599	男	1993	2011	本科
D75201	29065223	男	1994	2012	本科
D75211	19134834	女	1990	2014	硕士
D75212	21056361	男	1993	2011	本科
D75219	71059666	女	1996	2013	本科
D75220	23102617	男	1994	2013	本科
D75222	92111173	女	1991	2014	硕士
D75227	46099633	男	1993	2011	本科
D75235	39061841	女	1996	2014	本科
D75236	43137944	女	1989	2013	硕士
D75238	59063503	女	1996	2014	本科
D75240	77010628	女	1994	2012	本科
D75242	83115565	男	1988	2013	博士
D75252	36159459	女	1992	2014	硕士
D75268	33140447	女	1986	2011	博士
D75285	83088673	男	1995	2013	本科
D75290	37063594	男	1993	2011	本科
D75300	53051002	女	1995	2013	本科
D75305	73169003	男	1989	2011	博士
D75308	78065514	女	1993	2012	本科
D75315	46133747	男	1992	2014	硕士
D75327	47141181	男	1992	2014	硕士
D75328	71104471	男	1997	2014	本科
D75330	73053101	女	1993	2011	本科
D75333	69173193	男	1990	2014	博士
D75334	36159113	男	1992	2014	硕士
D75335	33065403	男	1994	2013	本科
D75344	98047663	男	1994	2012	本科
D75347	55178900	男	1992	2014	硕士
D75349	25024051	女	1994	2012	本科
D75355	55180060	男	1993	2014	硕士
D75369	18130985	男	1981	2014	硕士
D75386	56094673	男	1997	2014	本科
D75412	97064180	男	1992	2011	本科
D75413	94172122	女	1991	2014	硕士
D75425	32122981	男	1977	2011	硕士
D75429	95180144	女	1982	2012	博士
D75438	29067744	男	1996	2013	本科
D75440	58038675	男	1996	2013	本科
D75442	47081602	男	1996	2014	本科
D75446	61052700	男	1991	2009	本科
D75458	24024211	男	1994	2012	本科
D75459	14054189	女	1994	2012	本科
D75460	39015445	男	1994	2013	本科
D75462	43065499	男	1993	2013	本科
D75464	25051162	男	1992	2011	本科
D75465	79019641	女	1996	2014	本科
D75472	58121675	女	1993	2014	硕士
D75474	27133000	女	1988	2012	硕士
D75497	45121842	男	1987	2013	博士
D75499	92057422	男	1996	2013	本科
D75501	25111318	女	1991	2014	硕士
D75520	47166857	男	1986	2013	博士
D75521	86174082	男	1991	2014	硕士
D75523	34081849	女	1992	2010	本科
D75526	45022895	女	1995	2014	本科
D75527	59038995	男	1995	2013	本科
D75549	25124479	男	1977	2014	博士
D75551	97068937	女	1992	2011	本科
D75559	15067542	女	1995	2013	本科
D75560	51065251	男	1993	2012	本科
D75566	39016923	女	1994	2012	本科
D75568	13053149	男	1992	2011	本科
D75573	64122464	男	1986	2014	博士
D75584	71139847	男	1987	2014	博士
D75602	82052729	女	1993	2011	本科
D75607	88053179	女	1995	2013	本科
D75609	43118872	男	1991	2014	硕士
D75614	98171560	男	1992	2014	硕士
D75628	87183905	女	1991	2014	硕士
D75629	33005364	男	1995	2013	本科
D75631	57070788	女	1995	2013	本科
D75635	82183014	女	1991	2014	硕士
D75639	65066238	男	1993	2011	本科
D75641	38180190	男	1982	2010	博士
D75648	22148701	男	1990	2013	硕士
D75650	86016324	男	1996	2014	本科
D75652	94023455	男	1993	2012	本科
D75661	74066782	男	1993	2011	本科
D75663	72064189	男	1996	2014	本科
D75667	19034868	男	1994	2012	本科
D75669	42173293	男	1991	2014	硕士
D75674	87018092	女	1992	2011	本科
D75682	21113796	男	1982	2010	博士
D75685	18007705	女	1992	2011	本科
D75690	25053345	男	1996	2014	本科
D75694	28045758	男	1992	2011	本科
D75700	24067961	男	1994	2012	本科
D75706	35061373	男	1994	2012	本科
D75707	97057459	男	1996	2014	本科
D75709	73109411	男	1992	2014	硕士
D75716	56058584	男	1994	2012	本科
D75727	41176986	女	1989	2013	硕士
D75738	15002183	女	1994	2012	本科
D75750	67050139	男	1996	2014	本科
D75754	59118219	男	1990	2014	硕士
D75755	95056312	男	1994	2012	本科
D75761	26056584	男	1994	2013	本科
D75764	54128877	男	1991	2014	硕士
D75781	62038118	女	1993	2011	本科
D75793	29054862	男	1994	2012	本科
D75796	29059731	女	1993	2011	本科
D75798	24063440	男	1996	2013	本科
D75805	56123966	女	1989	2013	硕士
D75806	56000032	男	1995	2013	本科
D75812	76060341	男	1992	2010	本科
D75816	19022675	男	1994	2013	本科
D75829	24127464	男	1989	2011	博士
D75832	49130349	男	1990	2013	硕士
D75837	65123215	女	1984	2009	博士
D75838	13165349	女	1991	2014	硕士
D75858	96055757	男	1995	2013	本科
D75878	37054613	女	1994	2012	本科
D75893	94048435	男	1993	2012	本科
D75915	74133540	男	1990	2012	硕士
D75917	94048840	男	1992	2011	本科
D75919	47159395	男	1991	2014	硕士
D75922	66064794	男	1995	2013	本科
D75925	78118882	男	1991	2014	硕士
D75947	97056448	女	1996	2014	本科
D75957	66061394	女	1994	2013	本科
D75962	31122453	女	1986	2011	博士
D75965	13065264	男	1997	2013	本科
D75968	14051081	男	1992	2011	本科
D75970	56159754	女	1990	2014	硕士
D75978	36122224	男	1982	2011	博士
D75980	39132053	男	1977	2011	博士
D75982	46058059	男	1995	2013	本科
D75988	49141149	男	1989	2014	博士
D75997	65053121	男	1994	2012	本科
D76003	67158084	男	1991	2013	博士
D76005	66180536	男	1984	2013	博士
D76011	91083081	男	1993	2011	本科
D76014	44130356	男	1989	2013	硕士
D76027	64067870	男	1993	2011	本科
D76031	51051605	男	1996	2013	本科
D76041	59114322	男	1982	2014	硕士
D76043	73174180	男	1979	2011	博士
D76046	11115179	男	1991	2013	硕士
D76052	95009978	男	1994	2013	本科
D76067	73082914	女	1993	2011	本科
D76081	52048929	男	1996	2014	本科
D76083	72159759	女	1992	2014	硕士
D76085	43158931	男	1993	2014	硕士
D76088	61172065	男	1990	2013	博士
D76092	37136120	女	1989	2013	硕士
D76095	65097805	女	1995	2013	本科
D76097	91092754	男	1995	2014	本科
D76108	88158467	男	1991	2014	博士
D76112	29056219	男	1996	2014	本科
D76115	45042887	男	1996	2014	本科
D76116	18116593	男	1989	2011	博士
D76119	83183017	男	1991	2014	硕士
D76122	77170281	男	1988	2012	博士
D76130	42064074	男	1995	2013	本科
D76132	34066441	男	1993	2012	本科
D76139	44056668	男	1993	2012	本科
D76141	36092124	女	1993	2011	本科
D76148	62068324	女	1993	2012	本科
D76154	41065818	男	1993	2011	本科
D76158	99050586	男	1993	2011	本科
D76161	76138427	男	1987	2013	博士
D76166	77144746	男	1989	2014	博士
D76167	93124695	男	1983	2010	博士
D76173	26061222	女	1996	2014	本科
D76175	89165181	女	1988	2010	博士
D76184	36064694	女	1992	2011	本科
D76186	98131895	女	1984	2010	博士
D76204	12159701	男	1992	2014	硕士
D76205	88066569	男	1992	2011	本科
D76217	57012280	男	1995	2013	本科
D76230	51055793	男	1996	2014	本科
D76236	53064752	男	1995	2013	本科
D76237	24052694	男	1993	2012	本科
D76239	68102914	男	1995	2013	本科
D76244	59121076	男	1983	2011	博士
D76256	95053136	男	1995	2013	本科
D76262	59161410	男	1988	2012	硕士
D76267	39069563	男	1993	2011	本科
D76282	92063909	男	1995	2013	本科
D76286	84126801	男	1990	2012	博士
D76289	27065122	女	1997	2014	本科
D76302	16062586	男	1994	2012	本科
D76307	56052480	男	1996	2014	本科
D76308	58064911	男	1995	2014	本科
D76312	25053177	男	1995	2014	本科
D76317	21054288	男	1995	2013	本科
D76324	17121860	男	1988	2014	博士
D76329	73104420	男	1992	2011	本科
D76346	18055740	男	1994	2013	本科
D76347	59056956	男	1994	2012	本科
D76350	11085667	男	1995	2013	本科
D76359	88138300	男	1986	2012	博士
D76363	38133754	男	1988	2014	博士
D76365	57068619	女	1993	2012	本科
D76367	68161465	男	1986	2008	博士
D76369	57022042	女	1994	2012	本科
D76374	98120680	男	1990	2014	博士
D76384	42135455	男	1984	2014	硕士
D76394	64130834	女	1990	2013	硕士
D76395	16113571	男	1990	2012	博士
D76403	18100567	男	1995	2014	本科
D76424	99029792	男	1993	2011	本科
D76425	43118887	男	1992	2014	硕士
D76426	71096524	男	1993	2011	本科
D76442	12139086	男	1985	2012	博士
D76443	44060819	女	1994	2013	本科
D76444	64134225	男	1991	2014	硕士
D76445	75024779	男	1993	2012	本科
D76447	47086229	女	1994	2013	本科
D76449	39180648	男	1975	2014	硕士
D76450	71177402	男	1988	2014	博士
D76459	65056942	女	1996	2014	本科
D76471	19109689	女	1987	2011	博士
D76474	71011865	女	1995	2014	本科
D76476	77009935	男	1994	2012	本科
D76487	19177659	男	1986	2011	博士
D76496	17066801	男	1996	2014	本科
D76504	53010022	男	1995	2013	本科
D76505	95080897	男	1995	2014	本科
D76509	58053582	男	1995	2013	本科
D76517	11064076	男	1994	2012	本科
D76524	68071810	女	1994	2013	本科
D76528	29061529	男	1994	2012	本科
D76529	91033353	女	1995	2014	本科
D76534	18071315	男	1993	2011	本科
D76539	39110848	男	1991	2014	硕士
D76543	91076311	男	1996	2014	本科
D76545	71127794	男	1987	2012	硕士
D76554	32024324	男	1993	2011	本科
D76567	41112819	男	1988	2011	博士
D76571	75057243	男	1996	2014	本科
D76573	94139416	男	1986	2011	博士
D76587	42052230	男	1995	2013	本科
D76604	86025480	男	1994	2013	本科
D76609	41049342	男	1992	2011	本科
D76612	59177404	女	1991	2014	硕士
D76613	32123649	男	1986	2011	博士
D76618	62011867	女	1994	2013	本科
D76625	41121280	男	1984	2013	硕士
D76631	24145882	男	1993	2014	硕士
D76636	29148807	男	1987	2013	硕士
D76643	99083080	男	1994	2012	本科
D76648	42059568	男	1995	2013	本科
D76655	61160577	男	1978	2011	博士
D76657	23060280	女	1996	2013	本科
D76662	73050537	男	1996	2013	本科
D76684	49057348	男	1995	2013	本科
D76687	19128238	男	1986	2010	博士
D76697	21065689	男	1995	2013	本科
D76704	57066952	男	1997	2014	本科
D76713	36053997	男	1995	2013	本科
D76720	39128929	女	1992	2014	硕士
D76742	83112655	男	1991	2013	硕士
D76755	86050864	男	1996	2014	本科
D76759	84057050	男	1992	2011	本科
D76760	16056052	男	1994	2013	本科
D76770	82008255	女	1995	2013	本科
D76776	89056759	女	1993	2011	本科
D76778	88084417	男	1995	2014	本科
D76792	44180981	男	1978	2014	硕士
D76800	29064537	男	1996	2014	本科
D76802	54096234	女	1994	2012	本科
D76806	43052692	女	1995	2013	本科
D76807	26060454	男	1994	2012	本科
D76811	12047403	男	1993	2011	本科
D76812	25049630	男	1992	2011	本科
D76819	45024366	男	1996	2012	本科
D76825	33157423	男	1991	2013	硕士
D76834	81014399	男	1992	2011	本科
D76839	57025990	女	1994	2012	本科
D76843	28133441	男	1987	2009	博士
D76845	22051299	男	1995	2013	本科
D76851	25104674	男	1994	2011	本科
D76859	62134321	男	1991	2013	硕士
D76864	85103751	男	1996	2014	本科
D76866	61048102	男	1994	2012	本科
D76867	86022817	男	1994	2013	本科
D76870	33168292	男	1990	2013	硕士
D76885	24056696	男	1995	2013	本科
D76887	72089644	男	1993	2012	本科
D76895	15178413	男	1986	2012	博士
D76902	28051777	男	1995	2012	本科
D76907	43064783	男	1993	2011	本科
D76913	75162301	女	1986	2011	博士
D76919	56018420	男	1995	2014	本科
D76939	62056487	男	1995	2013	本科
D76941	93134829	男	1992	2014	硕士
D76954	62055485	男	1994	2012	本科
D76957	57044710	男	1993	2011	本科
D76958	75101363	男	1995	2013	本科
D76959	58024425	男	1993	2012	本科
D76962	13148866	男	1991	2013	硕士
D76966	71148463	男	1991	2013	硕士
D76974	51032362	女	1993	2012	本科
D76977	46031927	女	1994	2012	本科
D76982	39051579	女	1992	2010	本科
D76983	13015122	女	1995	2013	本科
D76985	89045809	女	1993	2011	本科
D76988	37052950	女	1993	2011	本科
D76989	22058529	男	1995	2014	本科
D76991	72182711	女	1979	2012	博士
D76992	22015597	男	1993	2012	本科
D76994	96193341	男	1987	2014	硕士
D77007	77064642	男	1997	2014	本科
D77012	25149069	男	1991	2012	博士
D77021	78175965	女	1984	2012	博士
D77027	99123473	女	1977	2011	博士
D77028	88159559	女	1991	2014	硕士
D77036	78025311	男	1995	2013	本科
D77037	85107189	男	1995	2013	本科
D77050	86193874	男	1979	2014	硕士
D77053	77183874	男	1990	2013	博士
D77060	71136864	男	1991	2013	硕士
D77066	57021571	男	1994	2013	本科
D77078	72052978	男	1994	2011	本科
D77080	95051998	男	1996	2014	本科
D77094	25063208	男	1996	2014	本科
D77102	49059943	男	1997	2014	本科
D77104	75124496	女	1991	2014	硕士
D77109	92128927	女	1990	2014	硕士
D77138	52051335	男	1995	2014	本科
D77142	28148719	女	1991	2013	硕士
D77145	73055466	男	1996	2013	本科
D77151	58053683	男	1995	2013	本科
D77159	43116039	男	1978	2013	博士
D77169	81046704	男	1994	2011	本科
D77170	16016577	男	1994	2013	本科
D77184	94131259	女	1981	2009	博士
D77192	32054505	男	1994	2013	本科
D77202	53059653	男	1996	2014	本科
D77204	21171553	女	1987	2014	博士
D77205	14009390	女	1996	2014	本科
D77212	37127508	男	1991	2014	硕士
D77217	61159270	男	1991	2014	博士
D77223	91159286	女	1991	2014	博士
D77228	52183636	男	1987	2013	博士
D77236	44050780	男	1994	2012	本科
D77240	32053756	女	1996	2014	本科
D77242	12066795	女	1992	2011	本科
D77250	66175865	男	1992	2014	硕士
D77256	91161699	男	1991	2013	博士
D77261	62067408	男	1995	2013	本科
D77263	33188059	男	1984	2012	硕士
D77265	94058919	男	1994	2012	本科
D77266	48062901	男	1995	2014	本科
D77271	14056744	女	1994	2012	本科
D77281	22061977	女	1996	2014	本科
D77285	12066591	男	1994	2013	本科
D77286	65164845	男	1988	2014	博士
D77288	17118962	女	1983	2014	硕士
D77290	44182657	男	1992	2013	硕士
D77298	61105403	男	1992	2011	本科
D77303	97063212	男	1995	2013	本科
D77305	88129500	女	1988	2014	博士
D77308	56065885	女	1993	2011	本科
D77319	51062782	男	1996	2013	本科
D77334	54066810	女	1995	2014	本科
D77351	86051033	男	1996	2014	本科
D77367	82059624	男	1995	2013	本科
D77370	39148581	男	1990	2013	硕士
D77372	89060601	男	1993	2012	本科
D77375	52021138	女	1995	2014	本科
D77377	77005474	男	1993	2012	本科
D77390	33120757	男	1973	2009	博士
D77392	45057901	男	1994	2013	本科
D77396	53104606	男	1997	2014	本科
D77401	96102194	男	1996	2014	本科
D77403	49149889	男	1988	2010	博士
D77413	96129275	男	1987	2013	博士
D77422	46020428	女	1994	2012	本科
D77430	16125393	男	1990	2014	硕士
D77434	25017456	女	1994	2012	本科
D77445	23113705	男	1991	2013	博士
D77451	28139954	女	1992	2014	硕士
D77454	26113805	男	1992	2014	硕士
D77460	42016022	男	1993	2013	本科
D77462	13067845	男	1996	2013	本科
D77466	99027846	男	1993	2011	本科
D77473	78024760	女	1996	2014	本科
D77482	21061292	女	1995	2013	本科
D77487	96058892	男	1996	2014	本科
D77490	59021278	女	1995	2013	本科
D77495	46140570	女	1985	2011	博士
D77496	93091095	男	1992	2011	本科
D77501	27100935	男	1995	2014	本科
D77524	44065476	男	1995	2013	本科
D77531	71161582	男	1975	2009	博士
D77538	42076014	男	1993	2011	本科
D77539	36064590	男	1992	2012	本科
D77541	96127864	男	1992	2014	硕士
D77551	98009099	男	1993	2011	本科
D77555	73173806	男	1990	2013	硕士
D77582	59074305	男	1994	2012	本科
D77583	96042513	男	1995	2013	本科
D77598	62123617	男	1986	2012	博士
D77608	74089361	女	1995	2013	本科
D77611	12060769	男	1992	2012	本科
D77612	58173414	男	1988	2012	硕士
D77615	49089116	男	1996	2012	本科
D77616	16114083	女	1986	2014	博士
D77626	17063911	女	1996	2013	本科
D77638	64057604	男	1993	2012	本科
D77655	47054995	男	1996	2014	本科
D77663	66131870	男	1967	2012	博士
D77667	57069482	男	1995	2013	本科
D77683	31105005	男	1994	2012	本科
D77693	67067251	女	1996	2014	本科
D77695	67050714	男	1996	2014	本科
D77697	29175868	女	1992	2014	博士
D77699	73068508	女	1993	2012	本科
D77701	34067693	男	1996	2014	本科
D77713	68165513	男	1988	2014	博士
D77719	81025503	男	1995	2013	本科
D77724	29021351	男	1996	2014	本科
D77733	54090068	男	1993	2011	本科
D77738	99123099	男	1991	2013	硕士
D77743	94059578	男	1993	2011	本科
D77750	77146105	女	1988	2012	硕士
D77755	77056999	女	1992	2011	本科
D77756	78067621	男	1994	2012	本科
D77758	81054072	女	1991	2012	本科
D77759	86159934	男	1992	2014	硕士
D77761	91100735	男	1996	2014	本科
D77776	36050036	男	1994	2013	本科
D77781	99063637	男	1997	2014	本科
D77784	72178832	男	1988	2009	博士
D77785	62051649	女	1994	2012	本科
D77789	91017102	男	1994	2012	本科
D77793	69010100	女	1996	2014	本科
D77796	13097647	男	1994	2012	本科
D77797	21055474	男	1996	2014	本科
D77806	94158375	男	1989	2011	博士
D77810	13094582	女	1993	2012	本科
D77816	64057461	男	1994	2011	本科
D77819	41053117	男	1994	2013	本科
D77824	31056972	男	1993	2012	本科
D77830	87145984	男	1991	2013	硕士
D77846	24094571	男	1995	2013	本科
D77852	12043902	男	1993	2011	本科
D77863	85116958	男	1985	2014	硕士
D77869	78057443	男	1995	2013	本科
D77873	12025962	男	1994	2012	本科
D77881	13022416	女	1996	2014	本科
D77890	68035944	女	1992	2011	本科
D77895	21043111	男	1996	2014	本科
D77902	41051583	男	1995	2012	本科
D77905	99063715	男	1994	2012	本科
D77910	94008717	男	1996	2014	本科
D77916	41067065	女	1995	2013	本科
D77917	15121091	女	1983	2009	博士
D77920	18055304	女	1996	2014	本科
D77922	38126360	男	1973	2014	博士
D77926	78064325	男	1995	2013	本科
D77937	44038143	男	1993	2012	本科
D77938	98183971	男	1991	2013	硕士
D77943	61157360	女	1991	2013	硕士
D77945	86116010	女	1990	2012	博士
D77960	59061512	男	1996	2014	本科
D77967	47054718	女	1996	2014	本科
D77977	92063634	男	1997	2013	本科
D77980	87148489	男	1991	2013	硕士
D77988	75058418	女	1995	2013	本科
D77994	64017278	男	1993	2011	本科
D78002	27062402	男	1992	2011	本科
D78003	91057594	男	1993	2011	本科
D78005	37172131	男	1987	2011	博士
D78010	61017573	女	1993	2012	本科
D78011	68094937	女	1995	2013	本科
D78016	84066576	男	1995	2013	本科
D78026	75188690	女	1989	2013	硕士
D78046	49115887	女	1981	2014	博士
